,exec_memory,exec_cores,iteration,max_partition,executor_instance,time_1,time_2,time_3,total_time,n_executor,app_name
0,1,2,2,56783126,3,"[207.95159435272217, 190.72348356246948, 171.05046939849854]","[116.2503080368042, 117.61847114562988, 118.06076908111572]","[99.63587355613708, 101.54987144470215, 118.08936810493469]","[445.642103433609, 431.3776340484619, 429.2721300125122]",,Spark Analysis 5
1,1,2,2,51104814,3,"[182.3841142654419, 175.13024950027466, 194.7759473323822]","[114.14564800262451, 116.7424476146698, 118.2418999671936]","[92.16082191467285, 96.3992075920105, 90.93867444992065]","[410.69162464141846, 410.0493469238281, 423.9367525577545]",,Spark Analysis 5
