,exec_memory,exec_cores,iteration,max_partition,executor_instance,time_1,time_2,time_3,total_time,n_executor,app_name
0,1,2,2,102209627,4,"[205.5010621547699, 217.13178062438965, 210.99789357185364]","[118.56302261352539, 120.13176488876343, 118.24435210227966]","[105.49549889564514, 99.2607774734497, 96.71038913726807]","[449.69964838027954, 458.96493458747864, 446.89970898628235]",,Spark Analysis 3
1,1,2,2,85174689,4,"[212.81051969528198, 229.2571096420288, 225.0362446308136]","[117.21923923492432, 118.65974712371826, 119.16797971725464]","[105.38975882530212, 105.58433747291565, 105.08050870895386]","[455.7578604221344, 473.37100315093994, 469.63952708244324]",,Spark Analysis 3
