,exec_memory,exec_cores,iteration,max_partition,executor_instance,time_1,time_2,time_3,total_time,n_executor,app_name
0,2,2,1,127762034,3,"[[12.993052244186401, 0.07380843162536621, 0.12212538719177246, 155.37538981437683, 0.10229969024658203, 123.4336748123169], [10.245469808578491, 0.03988528251647949, 0.07422733306884766, 130.60466361045837, 0.04843282699584961, 136.7763569355011]]","[[11.400291919708252, 0.02395153045654297, 0.06064891815185547, 0.21111083030700684, 0.07476282119750977, 92.55932116508484], [11.637280941009521, 0.016223669052124023, 0.06307005882263184, 0.18070626258850098, 0.046962738037109375, 97.80810284614563]]","[[0.17515110969543457, 0.15770268440246582, 0.7815537452697754, 145.60440921783447, 4.38690185546875e-05, 0.0238649845123291], [0.06730818748474121, 0.11706900596618652, 0.6547904014587402, 101.90748453140259, 6.461143493652344e-05, 0.018976688385009766]]","[[0.16982555389404297, 19.913914918899536, 543.3542716503143], [0.10903215408325195, 18.199453592300415, 491.35223388671875]]",,Spark Analysis D6
