,exec_memory,exec_cores,iteration,max_partition,executor_instance,time_1,time_2,time_3,total_time,n_executor,app_name
0,2,2,1,51104814,3,"[[13.131657600402832, 0.032863616943359375, 0.042627573013305664, 107.35743165016174, 0.041840314865112305, 80.27185606956482], [12.94104528427124, 0.033286094665527344, 0.04270482063293457, 99.55541324615479, 0.044458866119384766, 83.33788681030273]]","[[13.5137779712677, 0.009988069534301758, 0.04067850112915039, 0.09690451622009277, 0.0348355770111084, 136.95552849769592], [13.951993465423584, 0.009528160095214844, 0.041701555252075195, 0.09621143341064453, 0.03355979919433594, 135.94674825668335]]","[[0.04828071594238281, 0.09749078750610352, 0.5252795219421387, 98.76807522773743, 3.123283386230469e-05, 0.01423335075378418], [0.052587270736694336, 0.10178112983703613, 0.55320143699646, 103.06976962089539, 4.4345855712890625e-05, 0.016359567642211914]]","[[0.06648945808410645, 25.671165704727173, 451.83883023262024], [0.06400084495544434, 22.040834188461304, 450.7901289463043]]",,Spark Analysis D3
