,exec_memory,exec_cores,iteration,max_partition,executor_instance,time_1,time_2,time_3,total_time,n_executor,app_name
0,1,2,2,170349378,4,"[259.9597110748291, 228.4205515384674, 302.43536496162415]","[123.79451990127563, 123.77129912376404, 119.48814678192139]","[88.68784689903259, 104.70320963859558, 121.95414423942566]","[492.57893562316895, 477.1418535709381, 566.67720246315]",,Spark Analysis 5:40
1,1,2,2,127762034,4,"[280.81535291671753, 215.03017163276672, 224.16112613677979]","[122.45711278915405, 123.7960844039917, 120.46890926361084]","[108.70714569091797, 98.99486637115479, 93.09064483642578]","[533.4241223335266, 457.75353956222534, 458.07002210617065]",,Spark Analysis 5:40
