,exec_memory,exec_cores,iteration,max_partition,executor_instance,time_1,time_2,time_3,total_time,n_executor,app_name
0,1,1,2,56783126,5,"[220.9746594429016, 233.8026876449585, 220.82126140594482]","[128.83957433700562, 128.35832238197327, 128.79208540916443]","[132.99640893936157, 144.88896417617798, 120.29517602920532]","[505.5507392883301, 530.1422147750854, 494.33561420440674]",,Spark Analysis 5
1,1,1,2,51104814,5,"[194.99604892730713, 241.80999755859375, 231.58894634246826]","[135.9688777923584, 128.4654734134674, 127.86910438537598]","[124.79551672935486, 132.04361534118652, 140.16806960105896]","[481.0468575954437, 525.8630294799805, 523.8336741924286]",,Spark Analysis 5
