,exec_memory,exec_cores,iteration,max_partition,executor_instance,time_1,time_2,time_3,total_time,n_executor,app_name
0,1,2,2,34069876,3,"[173.98098468780518, 176.60143113136292, 182.73852920532227]","[115.0022439956665, 115.71315789222717, 116.33036971092224]","[106.5034990310669, 122.67913293838501, 101.69508385658264]","[415.55875182151794, 436.3909842967987, 420.6017076969147]",,Spark Analysis 5
1,1,2,2,25552407,3,"[175.89360117912292, 171.14174103736877, 172.48044896125793]","[114.06206822395325, 114.96852970123291, 113.4190468788147]","[119.6129698753357, 96.00770306587219, 149.26827883720398]","[429.13212394714355, 403.1810448169708, 454.9992015361786]",,Spark Analysis 5
