,exec_memory,exec_cores,iteration,max_partition,executor_instance,time_1,time_2,time_3,total_time,n_executor,app_name
0,1,2,2,511048134,4,"[272.7125883102417, 315.08608651161194, 319.48458886146545]","[122.92209696769714, 123.20467114448547, 119.04523396492004]","[138.05715131759644, 132.05015301704407, 156.44940280914307]","[558.2480189800262, 599.2490808963776, 616.1838171482086]",,Spark Analysis 5:40
1,1,2,2,255524067,4,"[418.59026646614075, 382.0535771846771, 234.33861637115479]","[124.93050956726074, 128.19317817687988, 134.39225244522095]","[167.28533816337585, 112.43335485458374, 134.34789037704468]","[736.331042766571, 645.3057682514191, 526.0301542282104]",,Spark Analysis 5:40
