,exec_memory,exec_cores,iteration,max_partition,executor_instance,time_1,time_2,time_3,total_time,n_executor,app_name
0,1,1,2,170349378,5,"[501.93410634994507, 506.2915551662445, 552.5635735988617]","[140.3132984638214, 138.63875126838684, 127.5953197479248]","[120.55448651313782, 125.2980318069458, 121.40239191055298]","[789.132420539856, 795.3950817584991, 825.9187505245209]",,Spark Analysis 5
1,1,1,2,127762034,5,"[349.53721714019775, 579.6956331729889, 532.7997255325317]","[141.6951937675476, 128.4763219356537, 147.46062994003296]","[108.7563705444336, 114.04320907592773, 148.94143557548523]","[624.326425075531, 846.5473210811615, 853.0054109096527]",,Spark Analysis 5
