,exec_memory,exec_cores,iteration,max_partition,executor_instance,time_1,time_2,time_3,total_time,n_executor,app_name
0,1,2,2,170349378,3,"[294.5424883365631, 306.37161326408386, 248.0389506816864]","[123.0288360118866, 123.70701670646667, 121.47124147415161]","[137.40485882759094, 122.13074827194214, 106.70194053649902]","[574.9546813964844, 575.1051094532013, 495.87434935569763]",,Spark Analysis 5
1,1,2,2,127762034,3,"[239.75849628448486, 227.3152379989624, 208.70396280288696]","[122.18434166908264, 120.43141460418701, 123.13154292106628]","[153.0618748664856, 100.83566808700562, 98.34336280822754]","[537.7727973461151, 469.06719994544983, 452.76355266571045]",,Spark Analysis 5
