,exec_memory,exec_cores,iteration,max_partition,executor_instance,time_1,time_2,time_3,total_time,n_executor,app_name
0,1,2,2,511048134,3,"[320.0214304924011, 254.5856454372406, 316.36702251434326]","[121.65697431564331, 119.01421785354614, 122.99547052383423]","[140.95797109603882, 147.9781060218811, 157.62332487106323]","[605.0114324092865, 542.1099212169647, 618.6060979366302]",,Spark Analysis 5
1,1,2,2,255524067,3,"[353.6517834663391, 291.22268986701965, 354.4729599952698]","[130.3595314025879, 129.165301322937, 124.83824491500854]","[132.02663016319275, 137.36306858062744, 114.86466431617737]","[639.1528985500336, 584.5177981853485, 616.5077357292175]",,Spark Analysis 5
