,exec_memory,exec_cores,iteration,max_partition,executor_instance,time_1,time_2,time_3,total_time,n_executor,app_name
0,1,2,2,102209627,3,"[241.51089215278625, 238.24900722503662, 256.6364846229553]","[120.17602753639221, 122.01014542579651, 120.08912515640259]","[90.49926424026489, 88.27003383636475, 94.79082536697388]","[475.3860514163971, 471.1667139530182, 492.4390151500702]",,Spark Analysis 5
1,1,2,2,85174689,3,"[210.69547080993652, 203.43520760536194, 188.56180667877197]","[117.97257995605469, 120.2786934375763, 118.43493223190308]","[103.8613646030426, 93.00642657279968, 113.2635989189148]","[451.9842185974121, 436.80897760391235, 440.4117832183838]",,Spark Analysis 5
