,exec_memory,exec_cores,iteration,max_partition,executor_instance,time_1,time_2,time_3,total_time,n_executor,app_name
0,1,1,2,102209627,5,"[358.5455765724182, 394.6692898273468, 427.1652407646179]","[127.37896847724915, 134.76253962516785, 128.31742429733276]","[130.6195936203003, 128.7172031402588, 128.55074834823608]","[639.7014420032501, 681.8542687892914, 708.3495013713837]",,Spark Analysis 5
1,1,1,2,85174689,5,"[318.8430247306824, 401.8531188964844, 310.47529101371765]","[128.5906264781952, 131.26310563087463, 129.72208619117737]","[119.06155157089233, 120.01648211479187, 114.78175806999207]","[589.7878551483154, 675.8015606403351, 577.7154767513275]",,Spark Analysis 5
